order_id,user_id,order_number,order_dow,order_hour_of_day,days_since_prior_order
2826167,82079,19,2,11,8.0
2842544,82079,20,3,13,8.0
2287894,82079,21,5,11,23.0
1518668,82079,22,6,18,29.0
2520472,82079,23,5,19,20.0
513679,82085,1,4,16,
2920996,82085,2,3,10,6.0
221096,82085,3,5,14,9.0
441314,82085,4,4,20,6.0
1359372,82085,5,2,13,26.0
110931,82085,6,5,16,3.0
2045610,82085,7,2,14,11.0
1958777,82085,8,4,17,2.0
850580,82085,9,4,15,7.0
2022409,82085,10,5,13,8.0
2856381,82085,11,4,13,6.0
3376282,82085,12,5,10,8.0
3231161,82085,13,4,19,6.0
1378546,82085,14,1,16,4.0
656137,82085,15,4,10,3.0
137384,82085,16,1,11,4.0
1426931,82085,17,2,18,1.0
1487599,82085,18,1,9,6.0
1217762,82085,19,3,11,2.0
1646824,82085,20,2,13,6.0
2047429,82085,21,1,18,6.0
2808044,82085,22,3,8,2.0
2043492,82085,23,2,11,6.0
2316988,82085,24,5,11,3.0
2727997,82085,25,1,10,10.0
109595,82085,26,3,11,2.0
1206155,82085,27,5,10,2.0
3271662,82085,28,4,15,6.0
1672013,82085,29,3,11,6.0
209981,82085,30,1,11,5.0
203765,82085,31,1,9,7.0
2411310,82085,32,1,13,7.0
2384877,82085,33,5,13,4.0
1872361,82085,34,1,17,10.0
1369979,82085,35,1,11,7.0
116590,82085,36,1,11,7.0
1991533,82085,37,1,8,7.0
194278,82085,38,2,10,8.0
1646429,82085,39,1,10,6.0
3145093,82085,40,1,9,7.0
3086533,82085,41,1,11,7.0
962809,82085,42,3,18,2.0
256722,82085,43,1,15,5.0
1790133,82085,44,1,15,7.0
3223597,82085,45,1,14,7.0
994599,82085,46,0,16,6.0
3157725,82085,47,5,9,5.0
2808861,82085,48,5,14,7.0
2076466,82085,49,5,12,7.0
3175638,82085,50,4,16,6.0
2945725,82085,51,3,17,6.0
400376,82085,52,4,15,8.0
2573350,82085,53,4,18,7.0
2551053,82085,54,5,12,8.0
1318950,82085,55,5,17,7.0
3176755,82085,56,4,14,6.0
603384,82085,57,5,16,22.0
503145,82127,1,6,8,
1395620,82127,2,6,12,21.0
2036252,82127,3,1,15,9.0
542059,82127,4,1,0,14.0
1821308,82127,5,0,16,6.0
3117008,82127,6,5,16,19.0
2041292,82127,7,0,15,16.0
2219326,82127,8,5,16,5.0
2484521,82127,9,0,3,23.0
1047189,82127,10,6,17,6.0
2915315,82127,11,2,12,10.0
1722972,82127,12,0,3,12.0
2270865,82127,13,1,16,22.0
656891,82127,14,5,11,18.0
677745,82127,15,0,0,9.0
2213622,82127,16,2,10,2.0
1815260,82127,17,2,14,7.0
1923985,82127,18,5,19,3.0
891238,82127,19,2,17,4.0
461225,82127,20,3,9,15.0
1553795,82127,21,0,23,4.0
304097,82127,22,4,18,4.0
2599692,82127,23,6,12,2.0
835321,82127,24,0,14,1.0
2370812,82127,25,4,8,4.0
1698487,82127,26,0,18,3.0
2411140,82127,27,3,16,10.0
1982748,82127,28,2,2,6.0
3097382,82127,29,0,13,5.0
2878013,82127,30,0,10,28.0
164878,82127,31,6,18,13.0
635191,82127,32,0,0,8.0
1356891,82127,33,0,12,0.0
378889,82127,34,0,18,14.0
1142973,82127,35,6,9,30.0
3116721,82127,36,0,15,8.0
791910,82143,1,3,11,
2584654,82143,2,6,7,3.0
2941796,82143,3,4,10,12.0
672678,82143,4,1,4,18.0
2954859,82143,5,0,10,6.0
3173862,82143,6,5,9,5.0
1565784,82143,7,0,9,2.0
2769979,82143,8,1,9,1.0
2957481,82143,9,1,10,7.0
1272993,82143,10,6,8,5.0
1787655,82143,11,0,8,8.0
117617,82143,12,1,9,8.0
3144525,82143,13,2,14,1.0
128595,82143,14,1,7,6.0
1578084,82143,15,1,14,7.0
2824448,82143,16,3,22,2.0
2118237,82143,17,5,12,2.0
2788518,82143,18,1,11,10.0
381069,82143,19,5,23,4.0
3157021,82143,20,5,13,7.0
1597152,82143,21,2,14,4.0
1781225,82143,22,5,9,3.0
738755,82143,23,0,14,2.0
92094,82143,24,4,13,4.0
1742835,82143,25,5,8,8.0
749993,82143,26,1,17,3.0
94525,82143,27,4,18,10.0
262638,82148,1,4,8,
3199171,82148,2,0,15,3.0
1829979,82148,3,2,17,9.0
1419055,82148,4,6,11,4.0
1240735,82148,5,3,18,11.0
865971,82148,6,6,11,3.0
1487396,82148,7,0,17,8.0
2402130,82148,8,4,20,4.0
1437075,82148,9,0,8,17.0
1823399,82148,10,6,14,6.0
2628671,82148,11,0,15,8.0
13904,82148,12,5,12,12.0
126276,82148,13,0,16,9.0
520356,82148,14,0,13,7.0
2882631,82148,15,0,10,7.0
106229,82148,16,5,14,5.0
1195027,82148,17,0,16,2.0
264194,82148,18,3,14,10.0
561553,82148,19,3,16,7.0
2117550,82148,20,0,14,4.0
374665,82148,21,6,21,6.0
1285925,82148,22,1,9,2.0
1401380,82148,23,3,15,9.0
2624899,82148,24,1,15,5.0
1540254,82148,25,4,11,3.0
1625656,82148,26,2,14,5.0
1644584,82148,27,0,18,12.0
902757,82148,28,0,11,7.0
968694,82148,29,2,17,9.0
2895362,82148,30,3,15,1.0
88531,82148,31,1,8,5.0
3388291,82148,32,1,14,0.0
3403967,82148,33,2,13,8.0
3388289,82148,34,2,17,0.0
773951,82148,35,1,11,6.0
3010434,82148,36,6,8,5.0
690841,82148,37,3,15,4.0
2921323,82148,38,3,17,7.0
1810286,82148,39,5,16,2.0
2552132,82148,40,3,17,12.0
1496312,82148,41,0,18,4.0
2918742,82148,42,1,13,1.0
2443628,82148,43,5,13,4.0
128633,82148,44,3,19,12.0
532237,82148,45,5,14,2.0
1309095,82148,46,2,18,4.0
988759,82148,47,1,12,6.0
808640,82148,48,1,16,14.0
595519,82148,49,3,17,9.0
473657,82148,50,3,10,7.0
2829012,82148,51,0,9,4.0
3118343,82148,52,1,10,8.0
138044,82148,53,6,15,5.0
1640503,82148,54,3,13,4.0
2669959,82148,55,0,8,11.0
2547676,82148,56,6,7,13.0
365718,82148,57,6,10,7.0
3368466,82192,1,3,11,
854360,82192,2,3,10,21.0
1386534,82192,3,3,9,21.0
253200,82192,4,1,9,26.0
3044346,82192,5,4,10,24.0
2630653,82192,6,5,10,8.0
758080,82192,7,4,11,13.0
377033,82192,8,2,11,26.0
179522,82192,9,3,9,8.0
2084658,82192,10,2,10,27.0
1250401,82192,11,3,10,22.0
842840,82192,12,4,10,15.0
2454141,82192,13,1,22,30.0
266814,82192,14,3,11,16.0
704221,82192,15,4,11,22.0
2935745,82192,16,5,12,30.0
1684609,82229,1,0,12,
2693026,82229,2,0,13,7.0
1332103,82229,3,0,11,7.0
453738,82229,4,1,16,8.0
279844,82229,5,2,3,8.0
1183881,82229,6,6,17,11.0
2823200,82229,7,0,18,8.0
3229500,82229,8,2,8,9.0
1150082,82229,9,0,19,5.0
2400129,82229,10,3,15,10.0
26779,82229,11,6,17,10.0
427613,82229,12,3,12,11.0
681288,82229,13,4,16,15.0
2249875,82229,14,6,18,9.0
3278148,82229,15,2,8,10.0
1607501,82229,16,6,18,11.0
247515,82229,17,0,13,8.0
505041,82229,18,0,13,14.0
2757267,82229,19,0,15,7.0
1371451,82229,20,0,11,21.0
2387714,82229,21,0,12,7.0
926917,82229,22,1,15,22.0
441802,82229,23,4,18,10.0
1195038,82229,24,1,16,18.0
1304061,82229,25,0,17,6.0
2874274,82229,26,0,15,7.0
635963,82229,27,1,17,8.0
3376338,82229,28,3,17,9.0
2135681,82229,29,2,13,13.0
3360226,82229,30,4,18,9.0
3146693,82229,31,1,15,4.0
1364106,82229,32,3,19,9.0
1541689,82229,33,6,18,10.0
1273916,82229,34,0,18,8.0
895161,82229,35,6,16,6.0
3224611,82229,36,4,18,5.0
576097,82229,37,2,20,5.0
3246127,82229,38,6,18,4.0
61239,82229,39,0,18,8.0
2821829,82229,40,0,19,7.0
365116,82235,1,3,18,
3264850,82235,2,2,21,30.0
3399039,82235,3,6,8,25.0
1513583,82235,4,0,8,8.0
2885544,82235,5,2,20,23.0
351474,82235,6,2,19,7.0
941825,82244,1,1,12,
1873362,82244,2,0,21,30.0
1274049,82244,3,6,10,13.0
308870,82244,4,1,14,30.0
1997000,82244,5,0,15,30.0
1531332,82244,6,1,16,8.0
3384237,82244,7,0,9,30.0
2056519,82381,1,6,10,
270220,82381,2,1,9,30.0
2736730,82381,3,2,8,8.0
589752,82381,4,1,15,30.0
1971130,82381,5,1,13,30.0
2803893,82381,6,0,8,30.0
2047766,82381,7,1,14,15.0
3212261,82473,1,5,12,
766638,82473,2,3,14,12.0
607581,82473,3,3,13,14.0
922352,82473,4,3,13,14.0
501969,82473,5,2,11,27.0
2259190,82473,6,2,13,30.0
1035331,82494,1,3,20,
1383457,82494,2,0,8,30.0
368525,82494,3,5,9,30.0
2027596,82494,4,1,15,3.0
912910,82494,5,5,9,11.0
2350184,82503,1,1,8,
3368078,82503,2,1,12,14.0
1541762,82503,3,0,9,6.0
2321453,82503,4,6,11,6.0
423124,82503,5,5,17,6.0
415767,82503,6,5,17,0.0
1767239,82503,7,1,19,3.0
1345414,82503,8,6,18,5.0
2604293,82503,9,0,17,8.0
3147079,82503,10,3,14,3.0
1172225,82523,1,1,10,
2430546,82523,2,3,8,9.0
1841623,82523,3,2,10,13.0
2433388,82523,4,1,20,13.0
3379378,82523,5,5,7,11.0
100627,82523,6,2,11,18.0
42253,82523,7,2,11,7.0
77745,82523,8,0,21,19.0
2812848,82523,9,4,11,11.0
3315296,82523,10,5,21,22.0
2409630,82523,11,4,10,13.0
1060728,82523,12,4,10,14.0
3174824,82523,13,4,9,28.0
2640137,82557,1,2,7,
1887249,82557,2,1,14,6.0
3039273,82557,3,5,13,11.0
177988,82557,4,2,7,18.0
1898231,82557,5,1,12,13.0
506942,82557,6,6,15,5.0
1554980,82557,7,2,10,10.0
1737234,82557,8,5,14,3.0
2954296,82557,9,0,14,2.0
3025001,82557,10,1,13,1.0
1562711,82557,11,4,15,3.0
312138,82557,12,0,18,3.0
2358594,82557,13,5,10,5.0
2587835,82557,14,3,15,5.0
228423,82557,15,6,18,10.0
2751148,82557,16,3,12,4.0
1267219,82557,17,5,9,9.0
39639,82557,18,2,11,11.0
1578697,82557,19,4,15,2.0
1635712,82557,20,2,12,5.0
3410314,82557,21,6,16,4.0
3352966,82557,22,3,14,4.0
84440,82557,23,1,7,5.0
2193476,82557,24,1,11,7.0
3119544,82557,25,4,13,3.0
1138230,82557,26,3,15,6.0
2046981,82557,27,6,16,17.0
2520064,82557,28,2,13,3.0
2200772,82557,29,0,13,12.0
2338885,82557,30,3,15,3.0
1916668,82557,31,3,12,7.0
528439,82557,32,1,11,5.0
2629651,82557,33,4,16,3.0
1927901,82557,34,0,8,3.0
692745,82557,35,4,11,4.0
2375633,82557,36,6,15,2.0
721975,82557,37,3,6,11.0
3016228,82557,38,1,16,12.0
2695980,82557,39,5,6,4.0
1370343,82557,40,6,14,1.0
862103,82557,41,4,8,12.0
1813478,82557,42,1,9,4.0
497291,82557,43,6,8,5.0
3150574,82557,44,2,7,10.0
2448392,82557,45,4,6,9.0
2980180,82557,46,3,9,6.0
3001083,82557,47,4,9,1.0
3131043,82557,48,3,8,6.0
2893604,82557,49,0,12,11.0
3095719,82557,50,4,6,4.0
1328816,82557,51,6,6,16.0
1693995,82557,52,6,7,7.0
159529,82557,53,2,6,10.0
1859836,82557,54,1,9,6.0
1740242,82557,55,4,13,3.0
785685,82557,56,5,16,1.0
129066,82557,57,1,8,3.0
3288690,82557,58,4,13,3.0
1760585,82557,59,1,13,4.0
345453,82558,1,0,10,
1613059,82558,2,5,13,30.0
3197940,82558,3,6,11,8.0
2050954,82558,4,1,14,16.0
1361053,82558,5,3,13,30.0
389132,82558,6,5,8,30.0
782837,82558,7,6,11,29.0
1561879,82558,8,1,15,30.0
1179952,82558,9,0,10,30.0
34620,82636,1,5,14,
2827214,82636,2,6,18,1.0
1479389,82636,3,1,15,9.0
1023098,82636,4,4,17,10.0
1563931,82636,5,2,9,5.0
1426507,82636,6,6,7,18.0
1225038,82636,7,5,18,6.0
1567366,82636,8,5,15,7.0
3189078,82636,9,5,16,7.0
1296706,82707,1,4,18,
2054863,82707,2,4,15,7.0
1096551,82707,3,5,14,15.0
2207555,82707,4,6,14,15.0
2126628,82707,5,5,14,27.0
3090288,82707,6,0,11,23.0
2368175,82707,7,1,19,15.0
1316590,82783,1,2,12,
794894,82783,2,4,20,30.0
581978,82783,3,2,16,12.0
144041,82783,4,5,14,3.0
3023113,82783,5,1,9,10.0
1193090,82783,6,0,11,20.0
2636358,82783,7,1,18,29.0
2977071,82783,8,0,17,30.0
2130727,82783,9,0,13,30.0
916127,82783,10,2,13,2.0
3239199,82783,11,6,10,11.0
2386922,82783,12,3,14,11.0
3194227,82783,13,1,17,12.0
1927495,82789,1,2,8,
1674025,82789,2,5,20,3.0
2142363,82789,3,2,14,30.0
138631,82789,4,3,15,15.0
3226547,82789,5,5,7,9.0
1900605,82789,6,6,8,8.0
2525488,82789,7,1,16,16.0
2179985,82789,8,1,13,7.0
275769,82789,9,6,22,12.0
944390,82789,10,1,13,9.0
709280,82789,11,3,9,9.0
2370852,82789,12,0,14,11.0
1521781,82789,13,1,13,8.0
670129,82789,14,1,11,7.0
2914032,82789,15,5,10,30.0
1755189,82789,16,2,14,4.0
2294066,82789,17,1,17,13.0
129472,82789,18,6,12,30.0
1914816,82789,19,1,11,2.0
2408006,82818,1,4,10,
262799,82818,2,1,14,4.0
2469289,82818,3,5,10,4.0
372062,82818,4,3,14,5.0
2011232,82818,5,2,13,6.0
1500700,82818,6,4,10,16.0
1687153,82818,7,1,14,4.0
3203748,82818,8,5,9,4.0
2866424,82818,9,2,9,4.0
1252355,82818,10,1,8,20.0
467091,82818,11,1,15,7.0
860701,82818,12,2,15,22.0
3398072,82818,13,2,12,30.0
2571457,82818,14,3,8,1.0
355716,82818,15,5,12,2.0
3155218,82818,16,5,15,7.0
2040882,82818,17,2,9,4.0
3206053,82818,18,4,10,2.0
1974917,82818,19,3,15,6.0
2692370,82818,20,3,10,28.0
1132070,82818,21,5,11,2.0
3418864,82840,1,0,18,
908894,82840,2,1,9,22.0
2814721,82840,3,2,19,8.0
2470322,82840,4,2,11,14.0
605636,82840,5,0,20,5.0
1999702,82840,6,6,21,6.0
3365980,82840,7,3,23,4.0
2916955,82840,8,0,13,25.0
122426,82840,9,5,12,5.0
372452,82840,10,0,15,9.0
2772580,82840,11,2,21,2.0
2198495,82840,12,0,15,5.0
830923,82840,13,0,13,7.0
2992731,82840,14,3,10,3.0
3411151,82840,15,2,13,20.0
3411202,82840,16,0,10,30.0
904355,82950,1,4,20,
1350587,82950,2,2,13,30.0
787129,82950,3,5,17,17.0
829595,82950,4,5,18,30.0
497072,82950,5,1,8,17.0
204449,82950,6,6,10,19.0
469825,82950,7,4,15,12.0
1667828,82950,8,5,10,30.0
3200564,82950,9,1,9,30.0
1487964,82950,10,2,12,1.0
923612,82950,11,6,10,30.0
2596310,83080,1,3,17,
2013166,83080,2,1,13,12.0
941443,83080,3,2,14,30.0
12396,83080,4,5,13,10.0
2831895,83080,5,6,13,15.0
1912491,83138,1,2,20,
2996823,83138,2,3,18,1.0
1820191,83138,3,6,16,3.0
732885,83138,4,1,7,2.0
3185460,83138,5,5,12,4.0
2172556,83138,6,3,8,5.0
638438,83138,7,3,13,0.0
1630196,83138,8,3,21,0.0
1833001,83138,9,0,14,4.0
2452214,83138,10,2,13,2.0
2281314,83138,11,6,8,4.0
1188894,83138,12,0,8,15.0
2242414,83138,13,4,12,4.0
2392860,83138,14,6,15,2.0
3249099,83138,15,4,17,5.0
2838271,83138,16,1,13,30.0
373019,83138,17,3,15,2.0
773425,83138,18,0,17,11.0
940579,83138,19,3,10,3.0
2842647,83138,20,1,10,5.0
1673464,83138,21,6,13,5.0
1490177,83138,22,1,9,2.0
2152221,83138,23,2,16,1.0
1092146,83138,24,4,15,2.0
2229113,83138,25,2,14,5.0
3283339,83138,26,5,15,3.0
2023027,83138,27,0,15,2.0
1571049,83138,28,4,16,18.0
2098931,83138,29,4,12,14.0
1677869,83138,30,1,17,4.0
2293485,83138,31,3,13,2.0
1945321,83138,32,6,17,3.0
1667727,83138,33,3,17,4.0
3258295,83138,34,5,10,2.0
3018590,83138,35,4,13,6.0
1077197,83138,36,5,18,1.0
891635,83138,37,6,10,22.0
3279186,83138,38,0,8,15.0
421534,83138,39,1,9,1.0
3400735,83138,40,2,13,8.0
551485,83138,41,5,16,3.0
2217869,83138,42,1,14,3.0
3318904,83138,43,4,14,10.0
572916,83138,44,1,16,11.0
2074949,83138,45,1,14,14.0
1039772,83138,46,1,18,21.0
3279017,83138,47,6,15,5.0
2318309,83138,48,3,23,11.0
1880052,83138,49,5,23,2.0
1875840,83138,50,6,17,15.0
1023423,83222,1,1,0,
1331105,83222,2,2,23,1.0
1908166,83222,3,4,8,9.0
1581302,83222,4,4,16,7.0
2796947,83222,5,5,23,1.0
539852,83222,6,1,16,3.0
1462095,83222,7,1,16,0.0
491362,83222,8,4,16,3.0
2782103,83222,9,0,7,3.0
1594391,83222,10,5,9,5.0
937973,83222,11,5,4,7.0
825565,83222,12,2,16,4.0
1028535,83222,13,3,0,1.0
717670,83222,14,6,18,3.0
3376116,83222,15,2,12,3.0
3289343,83222,16,4,15,2.0
2741505,83222,17,0,11,3.0
1917583,83222,18,2,9,2.0
2863554,83222,19,4,13,2.0
2722226,83222,20,5,15,1.0
2157111,83222,21,0,15,2.0
1978191,83222,22,1,9,1.0
2848369,83222,23,4,13,10.0
1215031,83222,24,5,0,1.0
210928,83222,25,3,4,5.0
2495528,83222,26,6,0,3.0
2245402,83222,27,1,9,2.0
539083,83222,28,3,12,2.0
2347805,83222,29,6,6,3.0
488875,83222,30,0,21,1.0
283617,83222,31,3,16,3.0
239622,83222,32,5,23,2.0
1063523,83222,33,1,9,3.0
3131897,83222,34,3,20,2.0
1692266,83222,35,6,11,3.0
2816240,83222,36,1,15,2.0
3007817,83222,37,2,10,1.0
691083,83222,38,4,9,2.0
1364055,83222,39,5,8,1.0
367659,83222,40,2,18,4.0
3275269,83222,41,5,9,3.0
224986,83222,42,5,11,0.0
2571708,83222,43,0,13,2.0
396242,83222,44,2,18,2.0
2841145,83222,45,5,7,3.0
2858424,83222,46,1,8,3.0
1633055,83222,47,3,14,2.0
1470199,83222,48,6,12,3.0
2863184,83222,49,0,10,1.0
261035,83222,50,2,18,2.0
673300,83222,51,4,15,2.0
501535,83222,52,0,18,3.0
489457,83222,53,3,18,3.0
2999935,83222,54,4,11,1.0
2830356,83222,55,0,19,3.0
2378167,83222,56,3,16,3.0
1501422,83222,57,0,9,4.0
1801471,83222,58,1,8,1.0
3388440,83222,59,2,12,1.0
3102478,83222,60,3,22,8.0
1989609,83222,61,1,9,5.0
1492405,83222,62,4,11,3.0
3280411,83222,63,0,7,3.0
1489505,83222,64,4,10,4.0
2707854,83222,65,0,9,3.0
1111257,83222,66,2,12,2.0
461919,83222,67,5,10,3.0
837099,83222,68,6,22,1.0
2647874,83222,69,2,15,3.0
2987054,83222,70,2,13,7.0
1592771,83222,71,6,18,4.0
2329175,83222,72,1,15,2.0
3319914,83222,73,2,13,1.0
2329455,83222,74,6,7,4.0
393910,83222,75,2,16,3.0
167747,83222,76,3,12,1.0
2713944,83222,77,1,9,5.0
105659,83222,78,3,8,2.0
2164194,83222,79,4,15,1.0
2962747,83222,80,0,15,3.0
382588,83222,81,3,12,3.0
2066628,83222,82,1,9,5.0
1545130,83222,83,6,12,5.0
930371,83222,84,1,18,2.0
2717221,83222,85,3,21,2.0
1452019,83222,86,5,23,2.0
764679,83222,87,0,9,2.0
2955095,83222,88,1,8,1.0
2815029,83222,89,4,11,3.0
1220377,83222,90,0,20,3.0
711181,83222,91,2,15,2.0
1444396,83222,92,0,1,5.0
1124418,83222,93,0,22,0.0
3188974,83222,94,2,12,2.0
3253627,83222,95,3,15,1.0
893730,83222,96,0,8,4.0
3313386,83222,97,1,15,1.0
75691,83222,98,2,11,1.0
471228,83222,99,4,15,2.0
3139487,83222,100,6,19,2.0
2171547,83320,1,4,14,
1653229,83320,2,0,13,17.0
1773078,83320,3,2,9,9.0
1601707,83320,4,2,9,30.0
2681880,83320,5,3,11,15.0
858442,83330,1,6,14,
2100957,83330,2,6,11,14.0
2974647,83330,3,6,6,14.0
73499,83330,4,0,11,15.0
3312624,83330,5,5,21,12.0
1751399,83330,6,6,22,15.0
1460082,83330,7,3,16,11.0
499911,83330,8,0,12,30.0
1006988,83330,9,1,11,8.0
1085288,83330,10,6,15,12.0
3207397,83330,11,0,16,29.0
3340107,83330,12,0,13,21.0
984378,83330,13,6,14,13.0
551831,83330,14,0,16,15.0
161748,83330,15,0,10,7.0
3364212,83330,16,2,9,9.0
1640372,83330,17,0,10,12.0
1967774,83330,18,6,16,6.0
2453127,83330,19,6,11,7.0
448443,83330,20,6,13,7.0
2234447,83330,21,2,7,3.0
2203087,83330,22,6,11,4.0
3352158,83330,23,5,10,6.0
1883264,83330,24,1,7,3.0
1024837,83330,25,6,12,5.0
2314012,83330,26,3,15,4.0
1025299,83330,27,6,10,3.0
2137891,83330,28,3,7,4.0
757388,83330,29,0,17,4.0
562552,83330,30,6,17,6.0
1530337,83330,31,0,14,1.0
3109106,83330,32,6,11,6.0
775852,83330,33,6,11,0.0
243831,83330,34,6,11,7.0
2327215,83330,35,0,9,8.0
1923032,83377,1,0,11,
1574244,83377,2,1,10,1.0
2626777,83377,3,3,7,2.0
1280859,83377,4,5,10,2.0
1888917,83377,5,0,13,2.0
2678442,83377,6,3,11,3.0
2978289,83377,7,0,13,4.0
2916227,83377,8,3,8,3.0
1246565,83377,9,4,14,1.0
1842931,83377,10,5,12,1.0
2842441,83377,11,0,13,2.0
2080641,83377,12,3,10,3.0
1672866,83377,13,5,11,2.0
1544378,83377,14,0,13,2.0
1555704,83377,15,1,9,1.0
2197097,83377,16,3,9,2.0
2430933,83377,17,4,9,1.0
2493070,83377,18,4,11,0.0
306237,83377,19,5,11,1.0
1959351,83377,20,0,13,2.0
1744275,83377,21,2,11,2.0
3260553,83377,22,3,9,1.0
1389855,83377,23,4,10,1.0
2873003,83377,24,5,12,1.0
2266042,83377,25,0,13,2.0
2019735,83377,26,2,10,2.0
1214281,83377,27,3,9,1.0
2510975,83377,28,4,9,1.0
1220393,83377,29,3,16,30.0
63106,83377,30,4,10,1.0
2684746,83377,31,5,9,1.0
1557083,83377,32,0,9,2.0
1875470,83377,33,3,10,3.0
2978183,83377,34,5,9,9.0
252878,83377,35,1,15,3.0
2335118,83377,36,5,14,4.0
3260825,83377,37,1,13,3.0
1825969,83377,38,2,10,1.0
593509,83377,39,5,11,3.0
1974397,83377,40,1,15,3.0
1174638,83377,41,3,9,2.0
2925795,83377,42,1,13,5.0
1442588,83377,43,3,9,2.0
2324371,83377,44,4,8,1.0
881568,83377,45,5,10,1.0
425981,83377,46,2,12,4.0
2737704,83377,47,5,11,3.0
1866422,83377,48,2,12,4.0
3100765,83377,49,4,10,2.0
2776695,83377,50,1,11,4.0
2320992,83377,51,4,10,3.0
3039432,83377,52,3,8,6.0
2339701,83377,53,5,10,2.0
364049,83377,54,1,9,3.0
1595443,83377,55,6,8,12.0
2044057,83377,56,1,11,2.0
472604,83377,57,3,9,2.0
699415,83377,58,5,8,2.0
2112133,83377,59,5,11,7.0
2814464,83377,60,2,10,4.0
1451939,83377,61,1,9,6.0
1163295,83377,62,5,8,4.0
3118613,83377,63,5,10,14.0
2579783,83377,64,2,11,4.0
102409,83377,65,5,12,3.0
2433087,83377,66,3,8,5.0
1588853,83377,67,5,10,2.0
1702094,83377,68,2,9,11.0
2634634,83377,69,0,9,5.0
2731050,83377,70,1,10,1.0
654028,83377,71,1,17,7.0
2847543,83377,72,2,9,1.0
55292,83377,73,3,11,1.0
1679380,83377,74,4,10,1.0
1559708,83377,75,5,9,1.0
2251119,83377,76,2,12,4.0
1442674,83377,77,3,10,1.0
2646930,83377,78,5,9,2.0
738144,83377,79,2,11,4.0
1166360,83377,80,3,10,1.0
244102,83377,81,4,9,1.0
81939,83377,82,5,10,1.0
1172734,83377,83,1,11,10.0
1045135,83377,84,4,9,3.0
3161705,83377,85,2,8,5.0
686041,83377,86,5,13,3.0
567890,83377,87,2,9,4.0
3337484,83377,88,1,16,6.0
3154625,83377,89,2,9,1.0
2165545,83377,90,3,10,1.0
1712535,83377,91,1,8,5.0
2280701,83377,92,2,10,1.0
2515267,83377,93,3,9,1.0
2117679,83377,94,5,9,9.0
1308995,83383,1,2,10,
827754,83383,2,3,14,30.0
1284789,83383,3,2,12,6.0
1382819,83383,4,4,11,2.0
2677714,83383,5,2,11,19.0
2471623,83383,6,5,10,3.0
3049983,83383,7,4,14,20.0
1576875,83383,8,3,10,20.0
2909244,83393,1,4,10,
1012893,83393,2,2,10,5.0
1572135,83393,3,6,23,4.0
3352737,83393,4,1,0,9.0
2758367,83393,5,1,0,7.0
1989143,83393,6,5,20,4.0
413837,83393,7,6,18,1.0
5259,83393,8,4,20,12.0
1352023,83393,9,4,23,7.0
207241,83393,10,3,17,6.0
168478,83393,11,4,0,15.0
3294392,83393,12,3,10,20.0
1449762,83393,13,5,20,2.0
145973,83393,14,1,4,3.0
2775354,83393,15,4,14,3.0
3402576,83393,16,5,14,15.0
1916810,83393,17,4,11,6.0
2781568,83393,18,2,10,5.0
3066364,83393,19,2,15,7.0
1758554,83393,20,3,16,1.0
2137245,83393,21,2,0,6.0
2049418,83393,22,0,20,5.0
2999320,83393,23,6,2,13.0
369148,83393,24,1,9,9.0
2653916,83393,25,5,13,25.0
155125,83393,26,5,10,30.0
3254130,83438,1,1,10,
2278114,83438,2,2,12,8.0
2485231,83438,3,2,12,14.0
3193124,83438,4,0,9,5.0
2096027,83438,5,2,13,2.0
2665549,83438,6,2,10,7.0
2300922,83438,7,2,11,7.0
1507583,83438,8,2,10,7.0
2692901,83438,9,2,9,7.0
3094238,83438,10,2,8,7.0
2960088,83438,11,2,8,7.0
1148222,83438,12,1,10,20.0
1437456,83438,13,1,10,21.0
3072784,83438,14,1,11,14.0
172100,83438,15,2,9,15.0
30719,83438,16,2,8,7.0
1848057,83438,17,2,10,7.0
120236,83438,18,2,9,14.0
1926419,83438,19,1,11,6.0
1467021,83438,20,2,9,8.0
3191892,83438,21,2,11,7.0
2153160,83438,22,2,9,21.0
576950,83438,23,2,9,7.0
1737275,83438,24,2,9,14.0
2764357,83438,25,2,9,7.0
545567,83438,26,2,9,7.0
1704060,83438,27,2,11,7.0
908953,83438,28,2,9,7.0
1347469,83438,29,2,10,7.0
1912906,83438,30,2,9,14.0
497945,83438,31,2,11,14.0
3160422,83438,32,2,9,7.0
3418702,83438,33,2,11,7.0
2550836,83438,34,2,9,14.0
2720197,83438,35,2,9,7.0
598006,83438,36,1,10,27.0
155749,83438,37,1,10,7.0
3196399,83470,1,1,15,
609247,83470,2,3,10,2.0
2329424,83470,3,0,13,11.0
896166,83470,4,1,16,1.0
154452,83470,5,3,14,2.0
157508,83470,6,1,17,5.0
544686,83470,7,1,20,0.0
783922,83470,8,3,21,2.0
587502,83470,9,0,10,18.0
2257719,83470,10,1,8,1.0
2554908,83470,11,1,15,7.0
2458749,83470,12,0,12,6.0
1439165,83470,13,5,16,12.0
2988679,83470,14,2,23,4.0
2089596,83470,15,4,19,16.0
785081,83470,16,6,0,2.0
1744403,83470,17,6,11,7.0
3050528,83594,1,6,19,
3148452,83594,2,1,15,9.0
477639,83594,3,2,18,8.0
1293126,83594,4,5,18,3.0
2253303,83594,5,4,17,6.0
3173966,83594,6,0,19,3.0
1257057,83594,7,6,15,13.0
2261558,83594,8,6,16,7.0
